split,env,section,platform,modality,required,count,missing_count,orphan_count
train,Logistic_site,General_LogisticSite,conveyor_track_01,pointcloud_inst_seg_mapping/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,conf,True,3751,0,0
train,Logistic_site,General_LogisticSite,conveyor_track_02,scene_meta,True,3750,1,0
train,Logistic_site,General_LogisticSite,conveyor_track_02,pre_grasp,True,3750,1,0
train,Logistic_site,General_LogisticSite,conveyor_track_02,output_grasp,True,2211,1540,0
train,Logistic_site,General_LogisticSite,conveyor_track_02,rgb/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,depth/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,normals/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,bbox/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,inst_seg_image/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,inst_seg_mapping/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_xyz/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_rgb/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_inst_seg/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_inst_seg_mapping/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,rgb/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,depth/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,normals/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,bbox/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,inst_seg_image/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,inst_seg_mapping/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_xyz/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_rgb/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_inst_seg/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,conveyor_track_02,pointcloud_inst_seg_mapping/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,conf,True,3751,0,0
train,Logistic_site,General_LogisticSite,rack_long_A1_01,scene_meta,True,3751,0,0
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pre_grasp,True,3751,0,0
train,Logistic_site,General_LogisticSite,rack_long_A1_01,output_grasp,True,997,2754,0
train,Logistic_site,General_LogisticSite,rack_long_A1_01,rgb/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,depth/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,normals/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,bbox/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,inst_seg_image/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,inst_seg_mapping/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_xyz/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_rgb/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_inst_seg/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_inst_seg_mapping/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,rgb/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,depth/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,normals/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,bbox/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,inst_seg_image/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,inst_seg_mapping/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_xyz/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_rgb/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_inst_seg/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_long_A1_01,pointcloud_inst_seg_mapping/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,conf,True,3751,0,0
train,Logistic_site,General_LogisticSite,rack_small_A5_01,scene_meta,True,3751,0,0
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pre_grasp,True,3751,0,0
train,Logistic_site,General_LogisticSite,rack_small_A5_01,output_grasp,True,878,2873,0
train,Logistic_site,General_LogisticSite,rack_small_A5_01,rgb/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,depth/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,normals/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,bbox/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,inst_seg_image/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,inst_seg_mapping/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_xyz/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_rgb/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_inst_seg/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_inst_seg_mapping/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,rgb/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,depth/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,normals/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,bbox/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,inst_seg_image/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,inst_seg_mapping/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_xyz/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_rgb/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_inst_seg/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_01,pointcloud_inst_seg_mapping/side_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_02,conf,True,3751,0,0
train,Logistic_site,General_LogisticSite,rack_small_A5_02,scene_meta,True,3749,2,0
train,Logistic_site,General_LogisticSite,rack_small_A5_02,pre_grasp,True,3749,2,0
train,Logistic_site,General_LogisticSite,rack_small_A5_02,output_grasp,True,517,3234,0
train,Logistic_site,General_LogisticSite,rack_small_A5_02,rgb/top_view_camera,True,3752,0,1
train,Logistic_site,General_LogisticSite,rack_small_A5_02,depth/top_view_camera,True,3752,0,1
